"dep_var","violence_var","int","mean","lwr","upr","lwr90","upr90"
"ethnic_id_ord","expo_bf5yr_10km_bin","EOSV_state0",-0.00350913704895212,-0.0473975026538207,0.0438750355203648,-0.0408872999232538,0.03662870983428
"ethnic_id_ord","expo_bf5yr_10km_bin","EOSV_state1",0.0393235118021276,-0.0234611016828193,0.102393813284434,-0.0121851037056634,0.089638285818928
"ethnic_id_ord","expo_bf5yr_10km_bin","no_int",-0.0294585491822651,-0.0522572188833657,-0.00502696566838573,-0.0491402940983861,-0.00879173992017012
"ethnic_id_ord","expo_reb_bf5yr_10km_bin","EOSV_rebel0",0.0358195149623304,-0.0218653554748479,0.0956441339950925,-0.0121408723954111,0.0844028084548879
"ethnic_id_ord","expo_reb_bf5yr_10km_bin","EOSV_rebel1",-0.0351270378184316,-0.140746372631447,0.0653744730105558,-0.126760502725712,0.0466568110435502
"ethnic_id_ord","expo_reb_bf5yr_10km_bin","no_int",-0.0255936925897238,-0.0637210573552952,0.0106447222251867,-0.0583822919150166,0.00617626553316056
"ethnic_fairtreat_ord","expo_2yr_25km_bin","EOSV_state0",0.0462042497624212,-0.00126063854769725,0.0946609344315121,0.00617890933743849,0.0874313757347352
"ethnic_fairtreat_ord","expo_2yr_25km_bin","EOSV_state1",0.0797326240296857,0.00784838159682186,0.149673005544385,0.0169224818840609,0.137711396792718
"ethnic_fairtreat_ord","expo_2yr_25km_bin","no_int",0.0443406968325852,0.0127290747438139,0.07825412735329,0.0176211892785311,0.073555860610655
"ethnic_fairtreat_ord","expo_reb_2yr_25km_bin","EOSV_rebel0",-0.0163784400362663,-0.0812022366949112,0.0471637068807305,-0.0735344789520252,0.0396027069108442
"ethnic_fairtreat_ord","expo_reb_2yr_25km_bin","EOSV_rebel1",0.0816698766143626,-0.0413501600687143,0.209193145978525,-0.0156415419994451,0.189420891036972
"ethnic_fairtreat_ord","expo_reb_2yr_25km_bin","no_int",0.0145247434570939,-0.0447258830304421,0.0777688870450992,-0.0377926888240981,0.0709105173456236
"ethnic_id_ord","expo_2yr_25km_bin","EOSV_state0",-0.0342567895353707,-0.0983862121437558,0.0328561637746411,-0.0885836039811876,0.0203277239316356
"ethnic_id_ord","expo_2yr_25km_bin","EOSV_state1",-0.023614560016659,-0.110890959164939,0.0637747639105555,-0.0980653419327037,0.0538661337021827
"ethnic_id_ord","expo_2yr_25km_bin","no_int",-0.0586709206581337,-0.0989656339316586,-0.0165772438352153,-0.0943030219183865,-0.0229908709672439
"ethnic_id_ord","expo_reb_2yr_25km_bin","EOSV_rebel0",-0.0700734193191944,-0.140844527307796,0.0049582964946413,-0.132127167516249,-0.00778564489169624
"ethnic_id_ord","expo_reb_2yr_25km_bin","EOSV_rebel1",-0.324490339365524,-0.463408638726519,-0.184385688654867,-0.438896911420524,-0.207940087305348
"ethnic_id_ord","expo_reb_2yr_25km_bin","no_int",-0.123106487762824,-0.191159200409164,-0.0572209681566233,-0.177719139782401,-0.0692469195185162
"ethnic_fairtreat_ord","expo_5yr_25km_bin","EOSV_state0",0.022943477407484,-0.014138777564844,0.0590573255529623,-0.00810994594873455,0.0543839044743718
"ethnic_fairtreat_ord","expo_5yr_25km_bin","EOSV_state1",0.16097730156001,0.106173644771717,0.213790342489782,0.113319279060932,0.205611182641183
"ethnic_fairtreat_ord","expo_5yr_25km_bin","no_int",0.00881516155753705,-0.0138044400500141,0.0323962817795839,-0.0116617100108107,0.028801527323355
"ethnic_fairtreat_ord","expo_reb_5yr_25km_bin","EOSV_rebel0",-0.107190399726619,-0.171820828636283,-0.0395717115029205,-0.162941775892836,-0.0514357360209702
"ethnic_fairtreat_ord","expo_reb_5yr_25km_bin","EOSV_rebel1",-0.000209772658827395,-0.113266576950067,0.114929653233368,-0.0933833850932094,0.0901859328369951
"ethnic_fairtreat_ord","expo_reb_5yr_25km_bin","no_int",-0.0836291101037539,-0.139405396330386,-0.0250287149118838,-0.1316966725393,-0.0332192734564016
"ethnic_id_ord","expo_5yr_25km_bin","EOSV_state0",0.0157545542466152,-0.0306436124936419,0.064838945594734,-0.0252844436833703,0.0575610223094436
"ethnic_id_ord","expo_5yr_25km_bin","EOSV_state1",0.0259952067084574,-0.0374288220844715,0.0939301168273311,-0.0269835431424391,0.0836476216419421
"ethnic_id_ord","expo_5yr_25km_bin","no_int",-0.00445808646010033,-0.0328740894234282,0.0241319919595505,-0.0286833346072263,0.0207704668040383
"ethnic_id_ord","expo_reb_5yr_25km_bin","EOSV_rebel0",-0.115489167057703,-0.193367080111823,-0.0431168486599612,-0.179594642214592,-0.0529479040854113
"ethnic_id_ord","expo_reb_5yr_25km_bin","EOSV_rebel1",-0.340164789135589,-0.462102425729519,-0.223004895341173,-0.439736740229807,-0.238453781046623
"ethnic_id_ord","expo_reb_5yr_25km_bin","no_int",-0.193763289657354,-0.25412189311884,-0.130152748846844,-0.245860730484561,-0.138879684983303
"ethnic_fairtreat_ord","expo_25km_bin","EOSV_state0",0.0504246673094571,0.021469477464449,0.0780793330674424,0.0262049235326135,0.0733920000712931
"ethnic_fairtreat_ord","expo_25km_bin","EOSV_state1",0.148576371268906,0.102046157228712,0.192368429907862,0.110250341702257,0.18669320020485
"ethnic_fairtreat_ord","expo_25km_bin","no_int",0.030355284329803,0.0137965695910124,0.0451897893646643,0.0168601638427905,0.0428945220297357
"ethnic_fairtreat_ord","expo_reb_25km_bin","EOSV_rebel0",-0.00715501487942154,-0.0382755763259351,0.0253771738657298,-0.0335492925167129,0.0200828986169188
"ethnic_fairtreat_ord","expo_reb_25km_bin","EOSV_rebel1",-0.0510236092714657,-0.1073789479418,0.00329524145209217,-0.0978278764930472,-0.0039968370050296
"ethnic_fairtreat_ord","expo_reb_25km_bin","no_int",0.050417233168957,0.032964955498545,0.068342506547626,0.0353242148529864,0.0646250821714712
"ethnic_id_ord","expo_25km_bin","EOSV_state0",0.0131494189376926,-0.0251451853642007,0.0500895594027013,-0.0189384735279656,0.0450896394775669
"ethnic_id_ord","expo_25km_bin","EOSV_state1",0.0811686649380485,0.0226302880951392,0.136556415220015,0.030976425924935,0.130242022215193
"ethnic_id_ord","expo_25km_bin","no_int",-0.0120968181602116,-0.030722567139901,0.00611170770970349,-0.0277194201604307,0.0033509782465409
"ethnic_id_ord","expo_reb_25km_bin","EOSV_rebel0",-0.00763476389256513,-0.04482438084844,0.0303310442257302,-0.0396698877905128,0.0248706752088325
"ethnic_id_ord","expo_reb_25km_bin","EOSV_rebel1",-0.0403411894717219,-0.113676090372002,0.0276712439323322,-0.100210025933934,0.0183231470638373
"ethnic_id_ord","expo_reb_25km_bin","no_int",0.0285543658622893,0.00473066535266239,0.0516448716096525,0.00821816286975226,0.0486561500877648
"ethnic_fairtreat_ord","expo_bf2yr_25km_bin","EOSV_state0",0.0477253816972783,0.0192358242240697,0.0772743780753938,0.0234425672335789,0.0721792137593869
"ethnic_fairtreat_ord","expo_bf2yr_25km_bin","EOSV_state1",0.142159871696027,0.0967530894290245,0.18508785517622,0.105900900079818,0.179398138243915
"ethnic_fairtreat_ord","expo_bf2yr_25km_bin","no_int",0.0362749257819329,0.0215212501244453,0.0522934217870959,0.0232082914755176,0.0498375300693504
"ethnic_fairtreat_ord","expo_reb_bf2yr_25km_bin","EOSV_rebel0",0.00566887399425218,-0.0486899880391049,0.0587169754951622,-0.0410691663560806,0.0524880746762474
"ethnic_fairtreat_ord","expo_reb_bf2yr_25km_bin","EOSV_rebel1",0.0761394774703473,0.00166426272158854,0.155426518459754,0.0108780903004539,0.138732093256603
"ethnic_fairtreat_ord","expo_reb_bf2yr_25km_bin","no_int",-0.0414738007756086,-0.0713353618752487,-0.0108061816411465,-0.0662946259925331,-0.0161253789166508
"ethnic_id_ord","expo_bf2yr_25km_bin","EOSV_state0",0.0519237533275471,0.00925806630379569,0.0892788446917651,0.0164035304590358,0.083451353636494
"ethnic_id_ord","expo_bf2yr_25km_bin","EOSV_state1",0.0922678913949492,0.0322264744073904,0.152846454567947,0.041939507315231,0.142731664363631
"ethnic_id_ord","expo_bf2yr_25km_bin","no_int",0.00141449351223429,-0.0191122345734846,0.0217497013802136,-0.0153467837272449,0.0182126806988748
"ethnic_id_ord","expo_reb_bf2yr_25km_bin","EOSV_rebel0",-0.00511997413527316,-0.0653779861937164,0.0584066720007722,-0.0570800735232063,0.050281665264126
"ethnic_id_ord","expo_reb_bf2yr_25km_bin","EOSV_rebel1",-0.00634316163385944,-0.097884301677564,0.0856221425414209,-0.0826611663927215,0.0689334152651644
"ethnic_id_ord","expo_reb_bf2yr_25km_bin","no_int",-0.0522264103063733,-0.0884299496915223,-0.0174992700756689,-0.0830392431853962,-0.0229652394438489
"ethnic_fairtreat_ord","expo_bf5yr_25km_bin","EOSV_state0",0.043767367729456,0.0107294055772537,0.0753107372054262,0.0174380887182466,0.0703464348703431
"ethnic_fairtreat_ord","expo_bf5yr_25km_bin","EOSV_state1",0.0874982518528108,0.0406245571886137,0.131215270931798,0.0474151483960186,0.126115393722603
"ethnic_fairtreat_ord","expo_bf5yr_25km_bin","no_int",0.0401234159156353,0.0246826357781514,0.0561530704870729,0.0276087407634936,0.0527524252606975
"ethnic_fairtreat_ord","expo_reb_bf5yr_25km_bin","EOSV_rebel0",0.0067810289360017,-0.0448220761336052,0.0609804887614034,-0.0383159305138523,0.0514849269534585
"ethnic_fairtreat_ord","expo_reb_bf5yr_25km_bin","EOSV_rebel1",0.0779165793063464,0.00606744156535808,0.150119128264822,0.0148360386289875,0.139553792883059
"ethnic_fairtreat_ord","expo_reb_bf5yr_25km_bin","no_int",-0.0397649036189257,-0.0699183911006261,-0.0116910502057818,-0.0653436596205112,-0.0156696217023763
"ethnic_id_ord","expo_bf5yr_25km_bin","EOSV_state0",0.050245380185674,0.0121839080824289,0.0921836094365427,0.0166087395410967,0.085345837182899
"ethnic_id_ord","expo_bf5yr_25km_bin","EOSV_state1",0.106417163018776,0.0485447138830507,0.168623884589507,0.0585684822010494,0.156517348233767
"ethnic_id_ord","expo_bf5yr_25km_bin","no_int",0.00182508919367076,-0.0192512659981431,0.0225178233798605,-0.0154804561055008,0.0195924354702445
"ethnic_id_ord","expo_reb_bf5yr_25km_bin","EOSV_rebel0",-0.00661744270422729,-0.0702500054730616,0.0553506116544668,-0.0621332054512114,0.0461951560328578
"ethnic_id_ord","expo_reb_bf5yr_25km_bin","EOSV_rebel1",-0.00656820485053445,-0.101151487716697,0.0793000350402924,-0.0834003491559873,0.0704863436775976
"ethnic_id_ord","expo_reb_bf5yr_25km_bin","no_int",-0.0511970487574599,-0.0875993105594009,-0.0151811096637088,-0.0803300303179988,-0.0219526920154036
"ethnic_fairtreat_ord","expo_2yr_5km_bin","EOSV_state0",-0.00672018750066536,-0.119710936200375,0.107190139828544,-0.102228776007447,0.0893961389036367
"ethnic_fairtreat_ord","expo_2yr_5km_bin","EOSV_state1",0.177032441527085,0.0643796173821679,0.287427954692924,0.0809561969017493,0.271635529490415
"ethnic_fairtreat_ord","expo_2yr_5km_bin","no_int",0.0674229579091508,0.00230536489403145,0.137929784866703,0.00953324446377207,0.123113168598201
"ethnic_fairtreat_ord","expo_reb_2yr_5km_bin","EOSV_rebel0",0.084001115780775,-0.00271763201996707,0.170048453805733,0.00908523239453445,0.158587821359959
"ethnic_fairtreat_ord","expo_reb_2yr_5km_bin","EOSV_rebel1",0.0615887933732494,-0.114945193259412,0.241658422092375,-0.0901961468372435,0.215644816125778
"ethnic_fairtreat_ord","expo_reb_2yr_5km_bin","no_int",0.0830599207653271,0.00165559803257966,0.164334101072169,0.0147983247409583,0.154133574047573
"ethnic_id_ord","expo_2yr_5km_bin","EOSV_state0",0.109415529441313,-0.0400450013741174,0.261201515776563,-0.0199615251411256,0.237604019263803
"ethnic_id_ord","expo_2yr_5km_bin","EOSV_state1",-0.000513647828596021,-0.125405080772579,0.119999299647872,-0.10914876928453,0.101011270868835
"ethnic_id_ord","expo_2yr_5km_bin","no_int",0.00953982504219761,-0.0655540745588788,0.091943133039522,-0.0546763890558556,0.0802888142855506
"ethnic_id_ord","expo_reb_2yr_5km_bin","EOSV_rebel0",-0.0359613284210782,-0.130895484369039,0.0603390630021698,-0.117243058458956,0.0443837928658603
"ethnic_id_ord","expo_reb_2yr_5km_bin","EOSV_rebel1",-0.155657405538935,-0.364237416648683,0.0513834528567523,-0.330614006877289,0.0231504911400507
"ethnic_id_ord","expo_reb_2yr_5km_bin","no_int",-0.0530705198461478,-0.146521097468762,0.0342052132063608,-0.131047556287699,0.0213646607561487
"ethnic_fairtreat_ord","expo_5yr_5km_bin","EOSV_state0",-0.0604747312121499,-0.126204224650457,0.0126726993821715,-0.118155072282195,-0.000106996295085811
"ethnic_fairtreat_ord","expo_5yr_5km_bin","EOSV_state1",0.144367182266028,0.064688917174364,0.224621601854441,0.076581623573767,0.20800439174562
"ethnic_fairtreat_ord","expo_5yr_5km_bin","no_int",0.0026634212472271,-0.0400247224966174,0.0472265730643005,-0.0311505718567238,0.039363439066535
"ethnic_fairtreat_ord","expo_reb_5yr_5km_bin","EOSV_rebel0",-0.0144192027542295,-0.0902937263068719,0.0582952069851396,-0.0785940086109436,0.0456457765918927
"ethnic_fairtreat_ord","expo_reb_5yr_5km_bin","EOSV_rebel1",-0.0101140629959001,-0.143045238348716,0.136565896629754,-0.132126622320569,0.111563700012191
"ethnic_fairtreat_ord","expo_reb_5yr_5km_bin","no_int",-0.00450780671648076,-0.0711193254886204,0.061718731816728,-0.059274629213488,0.0516729269589844
"ethnic_id_ord","expo_5yr_5km_bin","EOSV_state0",0.111424588951152,0.0211361763297158,0.1966462241824,0.033697013741026,0.181965315783481
"ethnic_id_ord","expo_5yr_5km_bin","EOSV_state1",-0.0213180452003647,-0.115667470989276,0.0714549318021473,-0.101250669527076,0.0552940938902121
"ethnic_id_ord","expo_5yr_5km_bin","no_int",0.0203389357604535,-0.0315721185226721,0.0663388191244021,-0.022239065796763,0.0601456321414225
"ethnic_id_ord","expo_reb_5yr_5km_bin","EOSV_rebel0",-0.0496519887266552,-0.134783450231379,0.0305714542559763,-0.121320095092413,0.0220987736680003
"ethnic_id_ord","expo_reb_5yr_5km_bin","EOSV_rebel1",-0.192820470985654,-0.363868419497999,-0.0318352204695688,-0.328400407001618,-0.0564089948283849
"ethnic_id_ord","expo_reb_5yr_5km_bin","no_int",-0.0907688418556092,-0.166877241326209,-0.00986025618545575,-0.156214900403407,-0.0263101948569163
"ethnic_fairtreat_ord","expo_5km_bin","EOSV_state0",0.0141927028747162,-0.0273562444925645,0.0544242635146378,-0.0211026659571149,0.0485700087450708
"ethnic_fairtreat_ord","expo_5km_bin","EOSV_state1",0.124725011556059,0.0723834700534705,0.177823764065308,0.0805188492927223,0.169226304236289
"ethnic_fairtreat_ord","expo_5km_bin","no_int",0.00847608568392484,-0.0129586596131999,0.0300230102133235,-0.00951760942100765,0.0260554431326701
"ethnic_fairtreat_ord","expo_reb_5km_bin","EOSV_rebel0",-0.0194833797236521,-0.0505032498989166,0.0130991308318221,-0.0466744722858099,0.00738255186071409
"ethnic_fairtreat_ord","expo_reb_5km_bin","EOSV_rebel1",-0.0728055340975572,-0.145066727228642,-0.00890814997480535,-0.130027438266271,-0.0176888685762987
"ethnic_fairtreat_ord","expo_reb_5km_bin","no_int",-0.00501521409244537,-0.0272645783571866,0.0179539317634673,-0.0240637653133216,0.0142562670449697
"ethnic_id_ord","expo_5km_bin","EOSV_state0",0.0302796352988986,-0.0220554111616639,0.0842357360904245,-0.0162281221525567,0.0763321204069505
"ethnic_id_ord","expo_5km_bin","EOSV_state1",0.0102815684310234,-0.0559934905162059,0.0814127346145342,-0.0436558001534969,0.0653873514125184
"ethnic_id_ord","expo_5km_bin","no_int",-0.01144669386335,-0.0370346366462086,0.0140965391602616,-0.0323550825848493,0.0101581291398413
"ethnic_id_ord","expo_reb_5km_bin","EOSV_rebel0",-0.0439842463100924,-0.0851440101411964,-0.00515663142301249,-0.0766528218059365,-0.0106690327060945
"ethnic_id_ord","expo_reb_5km_bin","EOSV_rebel1",-0.0638154445644095,-0.144401250811984,0.0169043753432596,-0.132315135543457,0.00316675761666586
"ethnic_id_ord","expo_reb_5km_bin","no_int",0.0237255563376467,-0.00227042913093146,0.0518287654359748,0.00268743728007489,0.0451551680571533
"ethnic_fairtreat_ord","expo_bf2yr_5km_bin","EOSV_state0",0.00615837111942844,-0.0378723085610836,0.0488483270405769,-0.0289244881638756,0.0430811349261325
"ethnic_fairtreat_ord","expo_bf2yr_5km_bin","EOSV_state1",0.107425161754347,0.0509796251920646,0.158149866381077,0.059518249978456,0.152027570819886
"ethnic_fairtreat_ord","expo_bf2yr_5km_bin","no_int",0.00695278021649393,-0.0143201518926428,0.0277213496779563,-0.0102309879014952,0.0245623179637388
"ethnic_fairtreat_ord","expo_reb_bf2yr_5km_bin","EOSV_rebel0",0.039603765548045,-0.0111854855567892,0.0902068434449834,-0.00313316082046999,0.0831746849300275
"ethnic_fairtreat_ord","expo_reb_bf2yr_5km_bin","EOSV_rebel1",0.0244927518828754,-0.0694498944568256,0.122991579243929,-0.0551552166238877,0.100547506692055
"ethnic_fairtreat_ord","expo_reb_bf2yr_5km_bin","no_int",-0.0310561326863095,-0.064088705590722,0.000863835410061451,-0.0601381897257032,-0.00354912128248763
"ethnic_id_ord","expo_bf2yr_5km_bin","EOSV_state0",0.00898755065977084,-0.0459005762757371,0.0645435555819991,-0.0370907737655416,0.0562786015000898
"ethnic_id_ord","expo_bf2yr_5km_bin","EOSV_state1",-0.0171179361076034,-0.0845546547807087,0.0519950949533668,-0.0746361698390343,0.0402652421227446
"ethnic_id_ord","expo_bf2yr_5km_bin","no_int",-0.0190386407785606,-0.0444889560790988,0.00566741106146382,-0.0413233705418099,0.00154828236843037
"ethnic_id_ord","expo_reb_bf2yr_5km_bin","EOSV_rebel0",0.0280234016455524,-0.0330832139398526,0.0925224479983764,-0.0241826303855392,0.0826176763073664
"ethnic_id_ord","expo_reb_bf2yr_5km_bin","EOSV_rebel1",0.115110865840401,-0.00350851319958686,0.228904172443476,0.015901020456654,0.209264461102595
"ethnic_id_ord","expo_reb_bf2yr_5km_bin","no_int",0.00922034500772294,-0.0347647280204489,0.0535450025104799,-0.0278974022475529,0.0464607495007271
"ethnic_fairtreat_ord","expo_bf5yr_5km_bin","EOSV_state0",0.0284502489878488,-0.0206413872862306,0.0768095003262996,-0.0131406803578628,0.0684953787678676
"ethnic_fairtreat_ord","expo_bf5yr_5km_bin","EOSV_state1",0.106447581940339,0.0497237079807464,0.161854715469927,0.0594445640993243,0.155073906146265
"ethnic_fairtreat_ord","expo_bf5yr_5km_bin","no_int",0.0149516342960859,-0.00755287580105867,0.0362278556481579,-0.00391378968813905,0.0334245404791453
"ethnic_fairtreat_ord","expo_reb_bf5yr_5km_bin","EOSV_rebel0",0.0398135479489572,-0.00905702567822581,0.0893777988455641,-0.00210137875182573,0.0814527259191778
